Numeric counter for order in THOMAS data from 93rd - 110th Congresses,"Legislator name, as given in THOMAS","ICPSR number, according to Poole and Rosenthal",Congress number,Year at start of Congress,Two-letter state code,Congressional district number,1 = Democrat,Year first elected to House,1 = female,Percent vote received to enter this Congress,First-dimension DW-NOMINATE score,Second-dimension DW-NOMINATE score,Size of House delegation from member's state,1= Speaker,"1 = subcommittee chair (or vice chair), according to Almanac of American Politic",1 = African American,1 = Latino/a,votepct squared,"1 = Member of Appropriation, Rules, or Ways and Means","1 = committee chair, according to Almanac of American Politics",1 = served in state legislature,state_leg * state legislature professionalism,1 = majority party member,1 = Majority party leadership,1 = Minority party leadership,Absolute distance from floor median (DW-NOMINATE),Absolute distance from majority party median (DW-NOMINATE),"Dummy = 1 if in first partial or full term, nonconsecutive","Seniority, number of terms served counting current",Number of members in Party (0 = Indep),LES Classic Rank within Party,"100=Dem, 200=Rep, Other",Name in bioguide,Indicator for member in bioguide,Year born,"Year died, as of 2020",Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number of commemorative standalone bills receiving action beyond committee,Number of commemorative standalone bills passing House,Number of commemorative standalone bills becoming law,Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number of substantive standalone bills receiving action beyond committee,Number of substantive standalone bills passing House,Number of substantive standalone bills becoming law,Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number of substantive and significant standalone bills receiving action beyond c,Number of substantive and significant standalone bills passing House,Number of substantive and significant standalone bills becoming law,LES 1.0,Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number commem bills with action beyond committee (inc in other leg vehicles),Number commemorative bills passing House (inc in other leg vehicles),Number commemorative bills becoming law (inc in other leg vehicles),Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number substantive bills with action beyond committee (inc in other leg vehicles,Number substantive bills passing House (inc in other leg vehicles),Number substantive bills becoming law (inc in other leg vehicles),Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number S&S bills with action beyond committee (inc in other leg vehicles),Number S&S bills passing House (inc in other leg vehicles),Number S&S bills becoming law (inc in other leg vehicles),LES 2.0,LES 2.0 Benchmarks,LES2.0/Benchmark2.0,"1 = Below, 2 = Meets, 3 = Exceeds LES 2.0 Benchmarks",Total number of bills sponsored by this member,Total bills passing House (inc in other leg vehicles),Total number of bills receiving action in committee,Total bills receiving action beyond committee (inc in other leg vehicles),Total bills becoming law (inc in other leg vehicles),Total number of bills sponsored by this member,Total number of standalone bills passing House,Total number of bills receiving action in committee,Total number of standalone bills receiving action beyond committee,Total number of standalone bills becoming law,"Benchmark score (Classic) based on majority, seniority, chairs",LES/benchmark (Classic),"1 = Below, 2 = Meets, 3 = Above, Based on Classic LES",Lagged LES 1.0,Lagged LES 2.0,LES 2.0 Rank within Party
8057,"Boswell, Leonard",29721,111,2009,IA,3,1,1996,0,56,0,0,5,0,1,0,0,3136,0,0,1,0,1,0,0,0,0,0,7,269,197,100,"BOSWELL, Leonard L.",B000652,1934,,1,1,1,1,1,11,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,12,1,2,1,1,1,0,1,1,,
8058,"Boucher, Rick",15010,111,2009,VA,9,1,1982,0,97,0,0,11,0,1,0,0,9409,0,0,1,0,1,0,0,0,0,0,14,269,125,100,"BOUCHER, Frederick C.",B000657,1946,,0,0,0,0,0,10,4,2,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,10,1,4,2,0,2,1,2,3,,
8059,"Boustany, Charles",20514,111,2009,LA,7,0,2004,0,62,0,0,7,0,0,0,0,3844,1,0,0,0,0,0,0,1,1,0,3,182,109,200,"BOUSTANY, Charles W.",B001255,1956,,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,1,0,1,2,0,,
8060,"Boyd, Allen",29713,111,2009,FL,2,1,1996,0,62,0,0,25,0,0,0,0,3844,1,0,1,0,1,0,0,0,0,0,7,269,191,100,"BOYD, F. Allen, Jr.",B000716,1945,,0,0,0,0,0,7,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,1,0,1,0,1,0,,
8061,"Brady, Kevin",29760,111,2009,TX,8,0,1996,0,73,1,0,32,0,0,0,0,5329,1,0,1,0,0,0,0,1,1,0,7,182,63,200,"BRADY, Kevin Patrick",B000755,1955,,0,0,0,0,0,16,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,16,1,0,1,0,1,1,2,0,,
8062,"Brady, Robert",29777,111,2009,PA,1,1,1998,0,91,0,0,19,0,0,0,0,8281,0,1,0,0,1,0,0,0,0,0,6,269,25,100,"BRADY, Robert A.",B001227,1945,,1,0,0,0,0,17,5,6,5,3,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,18,5,5,6,3,4,1,2,4,,
8063,"Braley, Bruce",20719,111,2009,IA,1,1,2006,0,65,0,0,5,0,0,0,0,4225,0,0,0,0,1,0,0,0,0,0,2,269,89,100,"BRALEY, Bruce",B001259,1957,,0,0,0,0,0,22,2,2,2,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,22,2,2,2,1,1,2,3,1,,
8064,"Bright, Bobby",20900,111,2009,AL,2,1,2008,0,50,0,1,7,0,0,0,0,2500,0,0,0,0,1,0,0,0,0,1,1,269,230,100,"BRIGHT, Bobby Neal, Sr.",B001264,1952,,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,10,0,1,0,0,1,0,1,,,
8065,"Broun, Paul",20753,111,2009,GA,10,0,2007,0,61,1,0,13,0,0,0,0,3721,0,0,0,0,0,0,0,1,1,0,2,182,105,200,"BROUN, Paul C., Jr.",B001262,1946,,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,16,0,0,0,0,0,1,2,0,,
8066,"Brown, Corrine",29328,111,2009,FL,3,1,1992,1,100,0,0,25,0,1,1,0,10000,0,0,1,0,1,0,0,0,0,0,9,269,189,100,"BROWN, Corrine",B000911,1946,,2,0,0,0,0,7,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1,1,0,1,0,1,0,,
8067,"Brown, Henry",20137,111,2009,SC,1,0,2000,0,52,0,0,6,0,0,0,0,2704,0,0,1,0,0,0,0,1,1,0,5,182,4,200,"BROWN, Henry Edward, Jr.",B001235,1935,,0,0,0,0,0,7,4,4,4,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,7,4,4,4,1,0,5,3,1,,
8068,"Brown-Waite, Ginny",20313,111,2009,FL,5,0,2002,1,61,0,0,25,0,0,0,0,3721,1,0,1,0,0,0,0,1,1,0,4,182,61,200,"BROWN-WAITE, Virginia (Ginny)",B001247,1943,,1,1,1,1,1,14,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,15,1,2,1,1,0,1,2,1,,
8069,"Buchanan, Vern",20709,111,2009,FL,13,0,2006,0,56,0,0,25,0,0,0,0,3136,0,0,0,0,0,0,0,1,1,0,2,182,47,200,"BUCHANAN, Vernon G.",B001260,1951,,0,0,0,0,0,10,2,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,10,1,2,1,0,0,3,3,0,,
8070,"Burgess, Michael",20355,111,2009,TX,26,0,2002,0,60,1,0,32,0,0,0,0,3600,0,0,0,0,0,0,0,1,1,0,4,182,19,200,"BURGESS, Michael C.",B001248,1950,,0,0,0,0,0,24,3,2,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,24,1,3,2,0,0,3,3,1,,
8071,"Burton, Dan",15014,111,2009,IN,5,0,1982,0,66,1,0,9,0,0,0,0,4356,0,0,1,0,0,0,0,1,1,0,14,182,98,200,"BURTON, Danny Lee",B001149,1938,,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0,0,0,1,0,1,1,,
8072,"Butterfield, G.",20340,111,2009,NC,1,1,2004,0,70,0,0,13,0,0,1,0,4900,0,0,0,0,1,1,0,0,0,0,3,269,168,100,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",B001251,1947,,3,2,2,2,2,9,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,12,2,3,2,2,1,1,2,1,,
8073,"Buyer, Steve",29350,111,2009,IN,4,0,1992,0,60,0,0,9,0,0,0,0,3600,0,0,0,0,0,0,0,1,1,0,9,182,7,200,"BUYER, Stephen Earle",B001203,1958,,0,0,0,0,0,19,10,1,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,19,1,10,1,0,1,3,3,0,,
8074,"Calvert, Ken",29323,111,2009,CA,44,0,1992,0,51,0,0,53,0,0,0,0,2601,1,0,0,0,0,0,0,1,1,0,9,182,35,200,"CALVERT, Ken",C000059,1953,,0,0,0,0,0,11,1,2,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,11,2,1,2,0,1,1,2,1,,
8075,"Camp, Dave",29124,111,2009,MI,4,0,1990,0,62,0,0,15,0,0,0,0,3844,1,0,1,1,0,0,0,1,1,0,10,182,142,200,"CAMP, David Lee",C000071,1953,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,1,0,1,0,,
8076,"Campbell, John",20539,111,2009,CA,48,0,2005,0,56,1,0,53,0,0,0,0,3136,0,0,1,1,0,0,0,1,1,0,3,182,28,200,"CAMPBELL, John (of California)",C001064,1955,,1,0,1,1,1,9,1,2,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,10,3,1,3,1,0,3,3,0,,
8077,"Cantor, Eric",20144,111,2009,VA,7,0,2000,0,63,1,0,11,0,0,0,0,3969,1,0,1,0,0,0,1,1,1,0,5,182,157,200,"CANTOR, Eric",C001046,1963,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,1,0,,
8078,"Cao, Anh",20917,111,2009,LA,2,0,2008,0,50,0,0,7,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,1,1,182,81,200,"CAO, Anh (Joseph)",C001079,1967,,1,1,1,1,1,14,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,15,1,1,1,1,0,2,3,,,
8079,"Capito, Shelley",20146,111,2009,WV,2,0,2000,1,57,0,0,3,0,0,0,0,3249,0,0,1,0,0,0,0,0,1,0,5,182,68,200,"CAPITO, Shelley Moore",C001047,1953,,0,0,0,0,0,15,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,15,1,0,1,0,0,1,2,0,,
8080,"Capps, Lois",29774,111,2009,CA,23,1,1998,1,68,0,0,53,0,0,0,0,4624,0,0,0,0,1,0,0,0,0,0,6,269,38,100,"CAPPS, Lois",C001036,1938,,0,0,0,0,0,30,5,6,6,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,30,6,5,6,0,1,2,3,2,,
8081,"Capuano, Michael",29919,111,2009,MA,8,1,1998,0,99,-1,0,10,0,1,0,0,9801,0,0,0,0,1,1,0,0,0,0,6,269,165,100,"CAPUANO, Michael Everett",C001037,1952,,1,1,1,1,1,13,1,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,14,1,2,2,1,1,0,1,2,,
8082,"Cardoza, Dennis",20306,111,2009,CA,18,1,2002,0,100,0,1,53,0,1,0,1,10000,1,0,1,1,1,0,0,0,0,0,4,269,245,100,"CARDOZA, Dennis A.",C001050,1959,,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,0,1,0,1,1,,
8083,"Carnahan, Russ",20516,111,2009,MO,3,1,2004,0,66,0,0,9,0,0,0,0,4356,0,0,1,0,1,0,0,0,0,0,3,269,188,100,"CARNAHAN, Russ",C001060,1958,,0,0,0,0,0,17,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,17,0,1,1,0,1,1,2,1,,
8084,"Carney, Christopher",20746,111,2009,PA,10,1,2006,0,56,0,0,19,0,1,0,0,3136,0,0,0,0,1,0,0,0,0,0,2,269,172,100,"CARNEY, Chris",C001065,1959,,1,0,1,1,1,11,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,12,2,0,2,1,1,0,1,2,,
8085,"Carson, Andre",20757,111,2009,IN,7,1,2008,0,65,0,0,9,0,0,1,0,4225,0,0,0,0,1,0,0,0,0,1,1,269,250,100,"CARSON, Andr̩",C001072,1974,,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,0,1,0,1,0,,
8086,"Carter, John",20356,111,2009,TX,31,0,2002,0,60,0,1,32,0,0,0,0,3600,1,0,0,0,0,0,1,1,1,0,4,182,71,200,"CARTER, John R.",C001051,1941,,2,1,1,1,1,10,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,12,1,2,1,1,0,1,2,0,,
8087,"Cassidy, Bill",20919,111,2009,LA,6,0,2008,0,48,0,0,7,0,0,0,0,2304,0,0,1,0,0,0,0,1,1,1,1,182,147,200,"CASSIDY, Bill",C001075,1957,,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,1,2,,,
8088,"Castle, Michael",29327,111,2009,DE,1,0,1992,0,61,0,-1,1,0,0,0,0,3721,0,0,1,0,0,0,0,0,1,0,9,182,97,200,"CASTLE, Michael Newbold",C000243,1939,,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0,0,0,1,0,1,1,,
8089,"Castor, Kathy",20708,111,2009,FL,11,1,2006,1,72,0,0,25,0,0,0,0,5184,0,0,0,0,1,0,0,0,0,0,2,269,234,100,"CASTOR, Kathy",C001066,1966,,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8,0,1,0,0,1,0,1,0,,
8090,"Chaffetz, Jason",20949,111,2009,UT,3,0,2008,0,66,1,0,3,0,0,0,0,4356,0,0,0,0,0,0,0,1,1,1,1,182,32,200,"CHAFFETZ, Jason",C001076,1967,,1,1,1,1,1,20,1,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,21,2,2,2,1,0,5,3,,,
8091,"Chandler, Ben",20326,111,2009,KY,6,1,2004,0,65,0,1,6,0,0,0,0,4225,1,0,0,0,1,0,0,0,0,0,3,269,184,100,"CHANDLER, A. B. (Ben)",C001058,1959,,1,1,1,1,0,4,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,2,0,1,1,2,0,,
8092,"Childers, Travis",20761,111,2009,MS,1,1,2008,0,54,0,1,4,0,0,0,0,2916,0,0,0,0,1,0,0,0,0,1,1,269,255,100,"CHILDERS, Travis W.",C001074,1958,,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,1,0,1,0,,
8093,"Christensen, Donna",,111,2009,VI,,1,1996,1,100,,,1,0,0,1,0,10000,0,0,0,0,1,0,0,,,0,7,269,102,,,C000380,,,0,0,0,0,0,17,1,2,2,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,17,2,1,2,1,1,1,2,2,,
8094,"Chu, Judy",20955,111,2009,CA,32,1,2009,1,62,0,0,53,0,0,0,0,3844,0,0,1,1,1,0,0,0,0,1,1,269,254,100,"CHU, Judy",C001080,1953,,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,1,0,1,,,
8095,"Clarke, Yvette",20733,111,2009,NY,11,1,2006,1,93,-1,0,29,0,1,1,0,8649,0,0,0,0,1,0,0,0,0,0,2,269,146,100,"CLARKE, Yvette Diane",C001067,1964,,0,0,0,0,0,12,1,2,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,12,2,1,2,0,1,1,2,0,,
8096,"Clay, Wm.",20147,111,2009,MO,1,1,2000,0,87,0,0,9,0,1,1,0,7569,0,0,1,0,1,0,0,0,0,0,5,269,48,100,"CLAY, William Lacy, Jr.",C001049,1956,,2,1,2,2,2,13,5,6,4,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,15,6,6,8,2,1,2,3,2,,
8097,"Cleaver, Emanuel",20517,111,2009,MO,5,1,2004,0,64,0,0,9,0,0,1,0,4096,0,0,0,0,1,0,0,0,0,0,3,269,152,100,"CLEAVER, Emanuel, II",C001061,1944,,0,0,0,0,0,7,1,2,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,7,2,1,2,0,1,1,2,1,,
8098,"Clyburn, James",39301,111,2009,SC,6,1,1992,0,67,0,0,6,0,0,1,0,4489,0,0,0,0,1,1,0,0,0,0,9,269,203,100,"CLYBURN, James Enos",C000537,1940,,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,0,1,0,1,1,,
8099,"Coble, Howard",15092,111,2009,NC,6,0,1984,0,67,1,0,13,0,0,0,0,4489,0,0,1,0,0,0,0,1,1,0,13,182,170,200,"COBLE, Howard",C000556,1931,2015,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,1,0,1,1,,
8100,"Coffman, Mike",20906,111,2009,CO,6,0,2008,0,61,0,0,7,0,0,0,0,3721,0,0,1,0,0,0,0,1,1,1,1,182,62,200,"COFFMAN, Mike",C001077,1955,,0,0,0,0,0,8,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1,1,0,0,3,3,,,
8101,"Cohen, Steve",20748,111,2009,TN,9,1,2006,0,88,0,0,9,0,1,0,0,7744,0,0,1,0,1,0,0,0,0,0,2,269,39,100,"COHEN, Stephen",C001068,1949,,1,0,0,0,0,35,5,4,4,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,36,4,5,4,1,1,2,3,1,,
8102,"Cole, Tom",20344,111,2009,OK,4,0,2002,0,66,0,0,5,0,0,0,0,4356,1,0,1,0,0,0,0,1,1,0,4,182,100,200,"COLE, Tom",C001053,1949,,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,10,0,1,0,0,0,1,2,0,,
8103,"Conaway, K.",20531,111,2009,TX,11,0,2004,0,88,1,0,32,0,0,0,0,7744,0,0,0,0,0,0,0,1,1,0,3,182,138,200,"CONAWAY, K. Michael",C001062,1948,,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,0,1,0,,
8104,"Connolly, Gerald",20952,111,2009,VA,11,1,2008,0,55,0,0,11,0,0,0,0,3025,0,0,0,0,1,0,0,0,0,1,1,269,139,100,"CONNOLLY, Gerald E. (Gerry)",C001078,1950,,0,0,0,0,0,25,2,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,25,1,2,1,0,1,1,2,,,
8105,"Conyers, John",10713,111,2009,MI,14,1,1964,0,92,-1,-1,15,0,0,1,0,8464,0,1,0,0,1,0,0,0,0,0,23,269,7,100,"CONYERS, John, Jr.",C000714,1929,,2,0,0,0,0,44,15,12,7,4,2,1,2,1,0,7,,,,,,,,,,,,,,,,,,,,,,,,,48,8,16,14,4,5,1,2,8,,
8106,"Cooper, Jim",15019,111,2009,TN,5,1,2002,0,66,0,0,9,0,0,0,0,4356,0,0,0,0,1,0,0,0,0,0,4,269,265,100,"COOPER, James Hayes Shofner",C000754,1954,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,1,0,1,1,,
8107,"Costa, Jim",20501,111,2009,CA,20,1,2004,0,74,0,0,53,0,1,0,1,5476,0,0,1,1,1,0,0,0,0,0,3,269,231,100,"COSTA, Jim",C001059,1952,,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9,0,1,0,0,1,0,1,1,,
8108,"Costello, Jerry",15453,111,2009,IL,12,1,1988,0,100,0,1,19,0,1,0,0,10000,0,0,0,0,1,0,0,0,0,0,11,269,66,100,"COSTELLO, Jerry Francis",C000794,1949,,0,0,0,0,0,6,2,3,3,2,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,6,3,2,3,2,2,1,2,1,,
8109,"Courtney, Joe",20706,111,2009,CT,2,1,2006,0,66,0,0,5,0,0,0,0,4356,0,0,1,0,1,0,0,0,0,0,2,269,241,100,"COURTNEY, Joe",C001069,1953,,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,1,0,1,1,,
8110,"Crenshaw, Ander",20111,111,2009,FL,4,0,2000,0,65,0,0,25,0,0,0,0,4225,1,0,1,0,0,0,0,1,1,0,5,182,120,200,"CRENSHAW, Ander",C001045,1944,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,0,0,1,0,,
8111,"Critz, Mark",20960,111,2009,PA,12,1,2010,0,53,0,1,19,0,0,0,0,2809,0,0,0,0,1,0,0,0,0,1,1,269,210,100,"CRITZ, Mark S.",C001081,1962,,2,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,6,2,2,2,2,1,1,2,,,
8112,"Crowley, Joseph",29925,111,2009,NY,7,1,1998,0,85,0,0,29,0,0,0,0,7225,1,0,1,1,1,1,0,0,0,0,6,269,111,100,"CROWLEY, Joseph",C001038,1962,,4,1,2,2,1,22,0,1,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,26,3,1,3,2,1,1,2,0,,
8113,"Cuellar, Henry",20533,111,2009,TX,28,1,2004,0,69,0,1,32,0,1,0,1,4761,0,0,1,0,1,0,0,0,0,0,3,269,54,100,"CUELLAR, Henry",C001063,1955,,3,2,2,2,1,13,3,2,2,2,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,16,4,5,4,3,1,2,3,1,,
8114,"Culberson, John",20139,111,2009,TX,7,0,2000,0,56,1,0,32,0,0,0,0,3136,1,0,1,0,0,0,0,1,1,0,5,182,178,200,"CULBERSON, John",C001048,1956,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,,
8115,"Cummings, Elijah",29587,111,2009,MD,7,1,1996,0,80,0,0,8,0,1,1,0,6400,0,0,1,0,1,0,0,0,0,0,7,269,67,100,"CUMMINGS, Elijah Eugene",C000984,1951,,1,1,1,1,1,14,4,4,4,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,15,5,5,5,1,1,1,2,1,,
8116,"Dahlkemper, Kathleen",20945,111,2009,PA,3,1,2008,1,51,0,0,19,0,1,0,0,2601,0,0,0,0,1,0,0,0,0,1,1,269,75,100,"DAHLKEMPER, Kathleen A. (Kathy)",D000608,1957,,0,0,0,0,0,17,2,3,3,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,17,3,2,3,1,1,2,3,,,
8117,"Davis, Artur",20302,111,2009,AL,7,1,2002,0,99,0,0,7,0,0,1,0,9801,1,0,0,0,1,0,0,0,0,0,4,269,237,100,"DAVIS, Artur",D000602,1967,,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,0,0,1,0,1,1,,
8118,"Davis, Danny",29717,111,2009,IL,7,1,1996,0,85,0,0,19,0,0,1,0,7225,1,0,0,0,1,0,0,0,0,0,7,269,228,100,"DAVIS, Danny K.",D000096,1941,,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,0,0,1,0,1,3,,
8119,"Davis, Geoff",20511,111,2009,KY,4,0,2004,0,63,0,0,6,0,0,0,0,3969,1,0,0,0,0,0,0,1,1,0,3,182,175,200,"DAVIS, Geoffrey C. (Geoff)",D000603,1958,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,1,0,,
8120,"Davis, Lincoln",20350,111,2009,TN,4,1,2002,0,59,0,1,9,0,0,0,0,3481,1,0,1,0,1,0,0,0,0,0,4,269,264,100,"DAVIS, Lincoln",D000599,1943,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,1,0,1,0,,
8121,"Davis, Susan",20108,111,2009,CA,53,1,2000,1,68,0,0,53,0,1,0,0,4624,0,0,1,1,1,0,0,0,0,0,5,269,81,100,"DAVIS, Susan A.",D000598,1944,,1,0,0,0,0,23,4,4,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,24,2,4,4,0,1,1,2,1,,
8122,"DeFazio, Peter",15410,111,2009,OR,4,1,1986,0,82,0,0,5,0,1,0,0,6724,0,0,0,0,1,0,0,0,0,0,12,269,63,100,"DeFAZIO, Peter Anthony",D000191,1947,,0,0,0,0,0,24,5,5,3,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,24,3,5,5,0,2,1,2,3,,
8123,"DeGette, Diana",29710,111,2009,CO,1,1,1996,1,72,0,0,7,0,0,0,0,5184,0,0,1,0,1,1,0,0,0,0,7,269,82,100,"DeGETTE, Diana",D000197,1957,,1,0,0,0,0,20,4,3,3,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,21,3,4,3,0,1,1,2,1,,
8124,"DeLauro, Rosa",29109,111,2009,CT,3,1,1990,1,77,0,0,5,0,1,0,0,5929,1,0,0,0,1,1,0,0,0,0,10,269,20,100,"DeLAURO, Rosa L.",D000216,1943,,0,0,0,0,0,26,3,2,2,1,2,1,2,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,28,4,4,4,2,2,2,3,2,,
8125,"Deal, Nathan",99342,111,2009,GA,9,0,1992,0,76,1,0,13,0,0,0,0,5776,0,0,1,0,0,0,0,1,1,0,9,182,127,200,"DEAL, John Nathan",D000168,1942,,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,1,0,1,0,,
8126,"Delahunt, Bill",29731,111,2009,MA,10,1,1996,0,99,0,0,10,0,1,0,0,9801,0,0,1,0,1,0,0,0,0,0,7,269,94,100,"DELAHUNT, Bill",D000210,1941,,0,0,0,0,0,20,2,2,2,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,20,2,2,2,1,1,1,2,1,,
